application_id,Interview Taken on,Status,event_name,Department,Post Name,Offered Salary
387757,8/4/2014 16:28,Hired,Male,Service Department,b9,18392
111974,5/18/2014 9:54,Hired,Female,Operations Department,c9,42594
751309,8/29/2014 9:31,Hired,Male,Operations Department,c5,33554
652702,8/4/2014 9:32,Hired,Female,Service Department,i5,16977
475749,8/16/2014 15:32,Hired,Male,Service Department,i5,52556
855985,8/16/2014 15:34,Hired,Female,Service Department,i5,49673
423758,5/5/2014 9:36,Hired,Male,Operations Department,i6,35381
684373,5/5/2014 17:16,Hired,Female,Operations Department,i6,79587
972481,5/5/2014 17:18,Hired,Male,Operations Department,i6,22587
949027,5/26/2014 9:31,Hired,Male,Operations Department,i6,71933
535917,5/13/2014 22:39,Hired,Male,Production Department,i6,23321
978933,5/13/2014 22:40,Hired,Male,Production Department,i6,42513
268801,5/24/2014 7:07,Hired,Female,Production Department,i6,58605
990318,5/24/2014 7:09,Hired,Female,Production Department,i6,1210
811653,5/24/2014 7:09,Hired,Male,Production Department,i6,43872
418227,6/3/2014 7:14,Hired,Female,Sales Department,c9,59932
311168,6/11/2014 10:09,Hired,Male,Sales Department,c9,40859
127559,6/16/2014 9:32,Hired,Male,Sales Department,c9,48675
964469,7/2/2014 18:16,Hired,Male,Sales Department,b9,32961
976657,7/2/2014 18:17,Hired,Female,Sales Department,b9,20760
235151,8/19/2014 18:19,Hired,Male,Operations Department,c9,44070
572031,8/18/2014 9:32,Hired,Don’t want to say,Production Department,i5,25378
180899,8/8/2014 11:40,Hired,Male,Operations Department,i7,23320
521742,8/8/2014 11:42,Hired,Female,Operations Department,i7,34249
706182,6/24/2014 9:31,Hired,Male,Sales Department,c9,7123
26159,6/24/2014 9:37,Hired,Female,Sales Department,c9,79172
980516,7/29/2014 9:34,Hired,Male,Sales Department,c9,28326
818591,7/29/2014 9:35,Hired,Female,Sales Department,c9,68839
717754,7/29/2014 9:32,Hired,Female,Sales Department,c9,68792
669804,8/14/2014 15:49,Hired,Male,Sales Department,c9,62873
474723,8/14/2014 15:47,Hired,Female,Sales Department,c9,9900
507036,8/14/2014 15:51,Hired,Female,Sales Department,c9,47444
736041,8/18/2014 8:28,Hired,Male,Sales Department,c9,9946
401482,8/13/2014 9:31,Hired,Male,Service Department,c9,20655
19895,7/9/2014 8:55,Hired,Male,Operations Department,b9,63225
326192,5/1/2014 9:32,Hired,Male,Operations Department,c5,32306
881007,5/1/2014 9:35,Hired,Male,Operations Department,c5,76581
805270,5/20/2014 12:58,Hired,Female,Operations Department,c5,42803
255063,5/20/2014 13:02,Hired,Female,Operations Department,c5,94634
798324,5/20/2014 12:56,Hired,Female,Operations Department,c5,51293
412624,5/21/2014 14:19,Hired,Male,Operations Department,c5,97066
157956,5/29/2014 13:57,Hired,Male,Operations Department,c5,67035
89359,5/29/2014 14:00,Hired,Female,Operations Department,c5,40000
717589,7/24/2014 9:31,Hired,Male,Sales Department,i5,37843
416449,5/28/2014 16:21,Hired,Female,Service Department,i5,77091
728481,5/28/2014 16:22,Hired,Male,Service Department,i5,6459
241250,6/6/2014 10:07,Hired,Female,Service Department,i5,22600
124271,6/20/2014 17:12,Hired,Male,Service Department,i5,31893
555783,5/26/2014 13:55,Hired,Male,Operations Department,c9,86177
295010,5/26/2014 13:58,Hired,Female,Operations Department,c9,1389
35482,5/29/2014 14:23,Hired,Female,Operations Department,c9,91603
501268,6/3/2014 16:22,Hired,Male,Operations Department,c9,14197
870435,5/19/2014 19:38,Hired,Male,Operations Department,c9,35264
663150,5/19/2014 19:38,Hired,Female,Operations Department,c9,70471
293055,5/27/2014 12:53,Hired,Male,Operations Department,c9,25660
372242,5/27/2014 12:52,Hired,Female,Operations Department,c9,14281
461858,6/12/2014 16:08,Hired,Male,Operations Department,c9,62495
96586,6/12/2014 16:09,Hired,Male,Operations Department,c9,79181
301586,7/28/2014 12:04,Hired,Male,Service Department,i7,96908
346190,7/28/2014 12:05,Hired,Male,Service Department,i7,54330
209714,6/23/2014 9:32,Hired,Male,Operations Department,c5,86414
314177,7/18/2014 19:28,Hired,Female,Operations Department,c5,40265
425236,8/1/2014 13:13,Hired,Female,Operations Department,c5,25430
427364,5/7/2014 21:17,Hired,Male,Marketing Department,c9,58484
582836,5/7/2014 21:18,Hired,Male,Marketing Department,c9,73096
897562,7/11/2014 14:50,Hired,Female,Sales Department,c5,55201
770021,7/11/2014 14:51,Hired,Female,Sales Department,c5,82207
444043,7/11/2014 14:52,Hired,-,Sales Department,c5,80262
493811,7/7/2014 9:32,Hired,Female,Sales Department,i5,9847
571621,8/11/2014 9:32,Hired,Male,Sales Department,c5,35504
946771,8/23/2014 8:43,Hired,Male,Operations Department,c5,55305
545541,5/17/2014 17:15,Hired,Male,Operations Department,c5,85322
20274,5/20/2014 17:29,Hired,Male,Operations Department,i7,42409
553212,6/17/2014 13:24,Hired,Male,Service Department,c5,37219
299015,7/29/2014 11:55,Hired,Male,Service Department,b9,57769
709912,6/4/2014 9:33,Hired,Female,Finance Department,i6,58771
198865,6/19/2014 9:34,Hired,Female,Operations Department,c9,49604
480106,5/22/2014 9:32,Hired,Male,Marketing Department,i7,27928
45977,6/12/2014 9:31,Hired,Male,Marketing Department,i7,47813
161328,5/30/2014 23:02,Hired,Female,Finance Department,c8,22912
507460,5/2/2014 9:33,Hired,Male,Purchase Department,c9,19477
876558,5/6/2014 12:39,Hired,Male,Purchase Department,c9,69352
107983,5/8/2014 9:32,Hired,Male,Purchase Department,c9,98779
822154,5/13/2014 19:35,Hired,Female,Purchase Department,c9,72835
279834,7/22/2014 17:12,Hired,Male,Purchase Department,c5,78795
901345,7/22/2014 17:14,Hired,Male,Purchase Department,c5,8630
410046,8/29/2014 9:31,Hired,Female,Purchase Department,c9,5352
653570,8/29/2014 9:33,Hired,Male,Purchase Department,c9,67527
395383,8/8/2014 9:32,Hired,Male,Marketing Department,c5,14051
506014,6/9/2014 9:31,Hired,Male,Operations Department,i6,27703
448476,6/30/2014 7:55,Hired,Male,Operations Department,i6,42138
164695,6/30/2014 8:00,Hired,Male,Operations Department,i6,16268
677313,7/28/2014 9:31,Hired,Male,Operations Department,c9,18431
805606,7/29/2014 12:04,Hired,Male,Operations Department,b9,10691
476925,8/14/2014 11:22,Hired,Male,Operations Department,c9,99554
345513,8/14/2014 11:23,Hired,Male,Operations Department,c9,24756
971950,8/21/2014 17:29,Hired,Male,Operations Department,i6,28180
828711,8/21/2014 17:30,Hired,Female,Operations Department,i6,75762
369701,8/21/2014 18:52,Hired,Male,Operations Department,i6,42790
729601,8/26/2014 9:29,Hired,Female,Operations Department,i5,37115
391507,8/11/2014 9:33,Hired,Female,Sales Department,c9,24210
794711,7/29/2014 14:26,Hired,Female,Sales Department,i7,90076
410418,5/23/2014 18:01,Hired,Male,Service Department,c9,75381
475908,5/16/2014 17:41,Hired,Male,Service Department,c9,58723
747318,5/16/2014 17:42,Hired,Don’t want to say,Service Department,c9,14799
729869,5/16/2014 17:42,Hired,Don’t want to say,Service Department,c9,33179
390743,8/20/2014 18:48,Hired,Female,Service Department,c9,33532
114741,8/20/2014 18:49,Hired,Female,Service Department,c9,12959
331487,8/26/2014 15:11,Hired,Male,Service Department,c9,55670
219953,8/28/2014 16:17,Hired,Female,Service Department,c9,88338
510340,5/27/2014 11:56,Hired,Male,Operations Department,c8,88420
259229,6/26/2014 10:19,Hired,Male,Sales Department,i5,27256
696733,6/26/2014 10:21,Hired,Female,Sales Department,i5,88465
379513,7/2/2014 11:58,Hired,Male,Sales Department,i5,12909
492225,7/2/2014 11:59,Hired,Male,Sales Department,i5,71033
676043,7/2/2014 12:03,Hired,Female,Sales Department,i5,63510
273255,6/25/2014 18:28,Hired,Male,Operations Department,c9,36183
84107,6/25/2014 18:30,Hired,Male,Operations Department,c9,62664
228996,6/25/2014 18:30,Hired,Female,Operations Department,c9,56965
696532,7/15/2014 9:32,Hired,Female,Service Department,c5,12626
432427,5/13/2014 16:16,Hired,Female,General Management,c9,80332
274225,5/14/2014 15:11,Hired,Female,General Management,c9,91583
190670,5/12/2014 16:02,Hired,Female,General Management,c9,78751
795543,5/20/2014 14:32,Hired,Female,Production Department,i5,8091
209648,5/2/2014 17:41,Hired,Male,Operations Department,c5,83423
568970,5/2/2014 17:42,Hired,Female,Operations Department,c5,19753
435558,5/3/2014 19:25,Hired,Female,Operations Department,i7,31878
770165,5/3/2014 19:25,Hired,Female,Operations Department,i7,50356
102190,5/3/2014 19:24,Hired,Female,Operations Department,i7,77465
231481,6/30/2014 15:32,Hired,Female,Operations Department,i7,68875
226498,6/30/2014 15:34,Hired,Female,Operations Department,i7,69912
81536,6/30/2014 15:36,Hired,Male,Operations Department,i7,57554
177150,6/30/2014 15:37,Hired,Female,Operations Department,i7,8302
476248,8/8/2014 10:47,Hired,Male,Operations Department,i7,70632
214731,8/8/2014 10:48,Hired,Female,Operations Department,i7,98878
710689,8/8/2014 10:50,Hired,Male,Operations Department,i7,34404
298052,5/31/2014 7:51,Hired,Female,General Management,i6,21211
596092,6/26/2014 2:56,Hired,Don’t want to say,General Management,i6,30957
104664,5/15/2014 11:34,Hired,Female,Human Resource Department,i5,78664
781527,5/15/2014 11:35,Hired,Male,Human Resource Department,i5,92123
159533,5/22/2014 16:57,Hired,Male,Human Resource Department,i5,76523
81368,5/22/2014 16:58,Hired,Male,Human Resource Department,i5,68168
843289,6/6/2014 13:11,Hired,Female,Human Resource Department,i5,3876
645085,6/6/2014 16:51,Hired,Male,Human Resource Department,i5,27527
910749,6/9/2014 9:49,Hired,Male,Human Resource Department,i5,84552
726973,6/9/2014 9:50,Hired,Male,Human Resource Department,i5,82887
440340,6/9/2014 9:51,Hired,Male,Human Resource Department,i5,92421
644551,6/9/2014 9:52,Hired,Female,Human Resource Department,i5,68769
538556,6/9/2014 9:49,Hired,Female,Human Resource Department,i5,7313
808970,6/27/2014 19:35,Hired,Male,Human Resource Department,i5,73949
610446,6/27/2014 19:39,Hired,Male,Human Resource Department,i5,7264
872631,6/24/2014 12:49,Hired,Female,Human Resource Department,i5,85723
662744,8/22/2014 9:32,Hired,Female,Human Resource Department,i5,30372
153327,5/30/2014 9:35,Hired,Male,Operations Department,i6,70088
574895,5/23/2014 9:33,Hired,Female,Operations Department,c5,89482
473427,6/7/2014 10:44,Hired,Male,Operations Department,c5,24409
993206,7/18/2014 9:35,Hired,Male,Operations Department,c5,79742
844634,7/22/2014 13:10,Hired,Male,Operations Department,c9,85902
292591,7/22/2014 13:13,Hired,Female,Operations Department,c9,20789
407392,7/30/2014 15:55,Hired,Male,Operations Department,c9,33426
346065,8/4/2014 13:21,Hired,Male,Operations Department,c5,88507
181952,7/30/2014 12:28,Hired,Male,Operations Department,c9,1351
484669,7/30/2014 12:32,Hired,Female,Operations Department,c9,26156
152014,8/1/2014 12:14,Hired,Male,Operations Department,c9,1808
340032,8/5/2014 6:33,Hired,Male,Operations Department,c9,73978
59309,8/7/2014 15:09,Hired,Female,Operations Department,c9,36217
280569,5/2/2014 9:31,Hired,Female,Finance Department,c9,45914
440222,6/24/2014 12:21,Hired,Female,Finance Department,c9,45915
195831,6/24/2014 12:21,Hired,Female,Finance Department,c9,66002
587861,8/29/2014 9:31,Hired,Male,Operations Department,c5,86256
355986,5/19/2014 9:31,Hired,Male,Service Department,b9,31623
86320,5/19/2014 9:36,Hired,Male,Service Department,b9,75379
448438,7/9/2014 16:40,Hired,Male,Service Department,b9,21848
509679,7/9/2014 16:41,Hired,Female,Service Department,b9,38979
330851,5/31/2014 15:43,Hired,Female,Production Department,c5,99086
205250,5/31/2014 15:45,Hired,Male,Production Department,c5,15482
266100,7/4/2014 19:47,Hired,Male,Production Department,c5,88155
568466,7/4/2014 19:48,Hired,Female,Production Department,c5,46479
355731,7/9/2014 19:18,Hired,Female,Production Department,c5,5301
926169,5/13/2014 9:33,Hired,Male,Operations Department,c8,74005
118591,7/30/2014 10:48,Hired,Male,Operations Department,c8,42927
387342,8/10/2014 12:01,Hired,Don’t want to say,Operations Department,c8,4639
986093,6/2/2014 15:01,Hired,Male,Production Department,c9,90933
354179,7/16/2014 9:35,Hired,Male,Production Department,c8,57885
217137,8/27/2014 9:34,Hired,Male,Production Department,c9,84008
914171,5/21/2014 9:31,Hired,Male,Service Department,c9,83231
324829,5/29/2014 8:05,Hired,Male,Service Department,c9,41816
140769,5/29/2014 15:58,Hired,Male,Service Department,c9,40844
738594,5/30/2014 19:52,Hired,Male,Service Department,c5,54437
580428,5/13/2014 10:44,Hired,Male,Sales Department,c8,25602
404793,5/20/2014 21:18,Hired,Male,Sales Department,c8,48910
635529,5/20/2014 21:19,Hired,Female,Sales Department,c8,2641
266248,6/4/2014 9:31,Hired,Male,Sales Department,c8,80984
288734,6/4/2014 9:32,Hired,Male,Sales Department,c8,84331
280722,6/21/2014 11:39,Hired,Female,Sales Department,c8,6329
369763,6/28/2014 17:08,Hired,Female,Sales Department,c8,40828
890690,6/18/2014 12:14,Hired,Male,Operations Department,c8,67278
50851,6/20/2014 10:23,Hired,Male,Operations Department,c8,54399
248927,7/1/2014 17:49,Hired,Male,Operations Department,c8,65670
581490,6/16/2014 9:32,Hired,Female,General Management,c5,74944
998680,8/25/2014 9:33,Hired,Male,Service Department,c5,75715
697349,6/16/2014 9:31,Hired,Male,Production Department,c5,6018
546459,6/16/2014 9:35,Hired,Female,Production Department,c5,24050
408311,6/16/2014 9:37,Hired,Male,Production Department,c5,50973
656502,7/14/2014 9:32,Hired,Female,Production Department,c9,57388
996016,7/22/2014 15:05,Hired,Male,Production Department,c5,78167
83297,7/22/2014 15:07,Hired,Male,Production Department,c5,25911
93533,7/24/2014 10:42,Hired,Male,Production Department,c5,45429
208383,7/24/2014 15:38,Hired,Male,Production Department,c5,94033
979283,8/11/2014 9:32,Hired,Male,Production Department,c5,49733
339547,8/11/2014 9:32,Hired,Female,Production Department,c5,56545
715346,8/11/2014 9:33,Hired,Female,Production Department,c5,71548
738113,5/2/2014 5:36,Hired,Female,Sales Department,c8,36205
869596,5/2/2014 5:37,Hired,Female,Sales Department,c8,23770
994801,5/2/2014 5:41,Hired,Female,Sales Department,c8,37277
560195,7/31/2014 10:41,Hired,Female,Sales Department,c8,88998
249505,8/13/2014 12:10,Hired,Male,Sales Department,c8,91251
973017,8/21/2014 8:25,Hired,Male,Sales Department,c8,8803
314661,8/21/2014 8:29,Hired,Male,Sales Department,c8,30905
120099,6/13/2014 10:16,Hired,Male,Marketing Department,c9,5379
756858,8/12/2014 9:33,Hired,Female,Operations Department,i6,49903
770131,7/8/2014 9:32,Hired,Female,Service Department,i6,40540
649883,7/22/2014 7:23,Hired,Male,Service Department,i6,3595
942408,7/16/2014 15:41,Hired,Male,Service Department,c5,84735
160361,8/18/2014 18:43,Hired,Male,Service Department,c5,77907
282540,8/18/2014 18:46,Hired,Female,Service Department,c5,52319
123721,8/1/2014 17:47,Hired,Female,Operations Department,i1,55487
306163,7/27/2014 8:38,Hired,Male,Operations Department,i1,12105
141433,6/26/2014 9:32,Hired,Male,Operations Department,c5,89135
503081,8/17/2014 13:47,Hired,Male,Operations Department,c5,17512
976197,8/17/2014 13:48,Hired,Female,Operations Department,c5,41667
729174,7/31/2014 9:32,Hired,Male,Operations Department,c5,56352
188079,6/24/2014 7:25,Hired,Don’t want to say,Operations Department,c9,86347
571355,6/24/2014 20:35,Hired,Female,Operations Department,c9,19117
513992,6/24/2014 20:38,Hired,Male,Operations Department,c9,3701
198610,6/25/2014 13:44,Hired,Male,Operations Department,c9,27219
671060,6/25/2014 13:45,Hired,Male,Operations Department,c9,88285
16811,6/19/2014 9:34,Hired,Female,Service Department,c5,4083
993049,6/29/2014 16:51,Hired,Female,Service Department,c5,58033
201002,7/11/2014 2:39,Hired,Male,Service Department,c9,59009
758129,7/11/2014 11:27,Hired,Male,Service Department,c9,73556
610135,7/11/2014 11:29,Hired,Female,Service Department,c9,70146
742503,7/17/2014 7:29,Hired,Female,Service Department,c5,83910
256604,7/17/2014 7:26,Hired,Female,Service Department,c5,9963
470979,6/26/2014 9:36,Hired,Female,Service Department,c5,33791
995423,6/26/2014 9:36,Hired,Male,Service Department,c5,37655
322860,6/26/2014 9:31,Hired,Don’t want to say,Service Department,c5,42972
604024,7/8/2014 9:49,Hired,Male,Service Department,c5,99345
21822,5/22/2014 17:00,Hired,Female,Service Department,i7,57333
356027,7/18/2014 9:34,Hired,Female,Service Department,i7,81124
970300,7/25/2014 17:23,Hired,Male,Service Department,i7,36932
607770,7/25/2014 17:25,Hired,Female,Service Department,i7,81106
346303,7/31/2014 13:49,Hired,Female,Service Department,i7,55056
961113,8/13/2014 19:05,Hired,Male,Service Department,i7,47856
517292,8/25/2014 14:24,Hired,Male,Service Department,i7,94052
141631,8/25/2014 14:25,Hired,Female,Service Department,i7,5534
58230,8/22/2014 9:31,Hired,Male,Operations Department,c5,99343
752726,5/4/2014 13:43,Hired,Male,Sales Department,c9,96405
520387,5/8/2014 12:15,Hired,Female,Sales Department,c5,79271
853118,5/8/2014 12:16,Hired,Male,Sales Department,c5,61301
58373,5/21/2014 10:18,Hired,Male,Sales Department,c9,7745
523831,5/21/2014 10:24,Hired,Female,Sales Department,c9,87802
949606,7/28/2014 9:35,Hired,Female,Sales Department,c9,45966
488008,7/29/2014 18:41,Hired,Male,Sales Department,c9,10712
165558,7/28/2014 9:32,Hired,Female,Operations Department,b9,77540
793418,8/4/2014 9:31,Hired,Male,Service Department,i6,79712
664697,5/2/2014 19:47,Hired,Male,Operations Department,i6,28257
766137,5/2/2014 19:47,Hired,Female,Operations Department,i6,78187
881053,5/9/2014 10:16,Hired,Male,Operations Department,i6,97560
121902,5/9/2014 10:16,Hired,Male,Operations Department,i6,25403
72946,8/4/2014 9:34,Hired,Male,Operations Department,i6,79985
945961,8/8/2014 15:19,Hired,Female,Operations Department,i6,91185
203714,6/25/2014 20:41,Hired,Male,Operations Department,c9,75116
873237,5/21/2014 9:35,Hired,Female,Service Department,c5,18555
365081,5/21/2014 9:35,Hired,Male,Service Department,c5,92097
777804,8/25/2014 10:52,Hired,Male,Operations Department,c9,19035
574541,6/11/2014 9:33,Hired,Male,Service Department,c5,71065
320750,6/16/2014 1:00,Hired,Male,Marketing Department,c9,83315
654726,7/2/2014 11:09,Hired,Don’t want to say,Marketing Department,c9,52826
25694,8/21/2014 9:32,Hired,Don’t want to say,Service Department,i7,77478
51662,8/22/2014 12:46,Hired,Female,Service Department,i7,98662
829481,8/22/2014 12:48,Hired,Male,Service Department,i7,69017
726699,8/22/2014 12:49,Hired,Female,Service Department,i7,31542
149551,6/5/2014 18:13,Hired,Male,Operations Department,c5,15887
201882,6/5/2014 18:13,Hired,Female,Operations Department,c5,93106
595148,6/5/2014 18:14,Hired,Male,Operations Department,c5,3251
149844,7/17/2014 9:38,Hired,Male,Operations Department,c5,95833
461013,7/18/2014 14:13,Hired,Male,Operations Department,c5,27465
844190,7/18/2014 14:14,Hired,Male,Operations Department,c5,40744
707322,8/16/2014 9:42,Hired,Female,Operations Department,c5,52191
283689,8/21/2014 8:11,Hired,Male,Operations Department,c5,2654
609394,7/8/2014 11:04,Hired,Female,Sales Department,i6,43241
620338,6/13/2014 9:33,Hired,Male,Operations Department,i7,91273
662089,7/11/2014 9:35,Hired,Male,Operations Department,i7,29896
282188,7/11/2014 9:35,Hired,Male,Operations Department,i7,67135
563335,7/11/2014 9:36,Hired,Female,Operations Department,i7,24723
53039,6/22/2014 15:05,Hired,Male,Service Department,c8,38704
460744,6/28/2014 19:33,Hired,Male,Service Department,c8,62673
597345,7/2/2014 8:19,Hired,Male,Service Department,c8,49159
777203,7/2/2014 8:24,Hired,Male,Service Department,c8,98583
671784,7/4/2014 10:28,Hired,Male,Service Department,c8,39972
612796,7/15/2014 14:06,Hired,Male,Service Department,c8,36097
220918,7/15/2014 14:07,Hired,Female,Service Department,c8,85690
82002,7/16/2014 19:49,Hired,Male,Service Department,c8,31165
688724,6/21/2014 21:52,Hired,Male,Service Department,i1,13036
508655,6/21/2014 21:54,Hired,Female,Service Department,i1,52526
82215,6/21/2014 21:56,Hired,Female,Service Department,i1,86491
23223,7/28/2014 9:34,Hired,Male,Service Department,i1,81439
844493,5/6/2014 9:32,Hired,Male,Operations Department,i5,84470
233446,5/6/2014 10:34,Hired,Female,Operations Department,c8,46708
428368,5/23/2014 13:56,Hired,Female,Service Department,c5,38848
254722,5/16/2014 19:53,Hired,Male,Service Department,c5,1686
286810,8/22/2014 4:48,Hired,Male,Service Department,c5,68890
272792,8/23/2014 9:42,Hired,Female,Service Department,c5,51993
231924,8/23/2014 9:45,Hired,Female,Service Department,c5,89458
522338,8/30/2014 15:44,Hired,Female,Service Department,c5,44529
662487,5/21/2014 9:31,Hired,Male,Operations Department,c9,80916
803879,8/19/2014 17:13,Hired,Male,Production Department,i6,59043
926957,5/16/2014 17:56,Hired,Male,Operations Department,i6,66430
818752,5/22/2014 18:40,Hired,Female,Operations Department,i7,59012
554427,5/22/2014 18:40,Hired,Male,Operations Department,i7,5107
262806,5/22/2014 18:40,Hired,Don’t want to say,Operations Department,i7,87327
691563,6/26/2014 9:31,Hired,Male,Operations Department,i7,68344
145654,6/12/2014 9:32,Hired,Female,Service Department,i7,79265
450068,7/29/2014 15:50,Hired,Male,Service Department,i5,98599
991377,5/31/2014 18:15,Hired,Male,Sales Department,i1,5776
972418,7/18/2014 9:33,Hired,Male,Sales Department,c9,17920
758770,8/14/2014 17:04,Hired,Male,Sales Department,c9,26390
339709,8/14/2014 17:05,Hired,Male,Sales Department,c9,41454
665151,5/19/2014 9:31,Hired,Male,Service Department,i6,57695
918977,5/19/2014 9:33,Hired,Male,Service Department,i6,61359
59571,6/13/2014 19:04,Hired,Female,Service Department,i6,44515
763575,6/4/2014 16:45,Hired,Male,Service Department,b9,79839
907089,6/7/2014 18:35,Hired,Male,Service Department,c9,4882
327925,6/22/2014 15:56,Hired,Don’t want to say,Service Department,c9,85704
828285,7/2/2014 17:23,Hired,Male,Service Department,c9,24144
464131,7/2/2014 17:23,Hired,Male,Service Department,c9,71756
936032,8/31/2014 7:45,Hired,Male,Service Department,b9,14929
512510,7/29/2014 11:46,Hired,Female,Production Department,c9,29908
45706,7/30/2014 12:23,Hired,Male,Production Department,c9,69338
604191,7/30/2014 12:27,Hired,Female,Production Department,c9,7769
638258,8/13/2014 12:07,Hired,Female,Finance Department,c5,28497
581201,8/20/2014 9:32,Hired,Female,Operations Department,i6,18067
771782,7/8/2014 9:12,Hired,Female,General Management,i7,14603
539267,6/11/2014 14:59,Hired,Male,Purchase Department,c5,59472
282409,6/11/2014 15:03,Hired,Female,Purchase Department,c5,78804
967490,6/25/2014 12:40,Hired,Male,Purchase Department,c5,65576
450797,7/10/2014 9:32,Hired,Male,Production Department,i7,15586
176038,7/10/2014 9:31,Hired,Female,Production Department,i7,51636
448071,5/26/2014 10:22,Hired,Male,Sales Department,c8,13399
834760,5/26/2014 10:28,Hired,Female,Sales Department,c8,5776
46552,5/23/2014 9:31,Hired,Male,Sales Department,c5,14363
313780,5/26/2014 17:44,Hired,Male,Sales Department,c5,53084
751383,5/26/2014 17:45,Hired,Male,Sales Department,c5,42628
511866,5/26/2014 17:47,Hired,Female,Sales Department,c5,18669
440123,5/28/2014 3:21,Hired,Female,Sales Department,c5,41469
716926,6/7/2014 0:45,Hired,Male,Sales Department,c5,2102
721500,6/27/2014 9:31,Hired,Male,Sales Department,c5,30608
256965,6/27/2014 9:35,Hired,Male,Sales Department,c5,16789
708129,7/10/2014 8:35,Hired,Female,Sales Department,c5,20821
493681,5/15/2014 12:24,Hired,Male,Production Department,i5,58292
163682,6/14/2014 13:53,Hired,Male,Operations Department,c5,78826
690427,6/14/2014 13:54,Hired,Male,Operations Department,c5,99948
526126,6/27/2014 5:51,Hired,Female,Operations Department,c5,86706
303583,6/27/2014 5:54,Hired,Male,Operations Department,c5,91305
852401,6/27/2014 5:54,Hired,Female,Operations Department,c5,81579
494189,5/12/2014 14:18,Hired,Male,Operations Department,c9,92741
873066,5/16/2014 9:32,Hired,Male,Operations Department,c9,81960
655848,5/30/2014 9:31,Hired,Don’t want to say,Finance Department,i7,34584
502192,7/3/2014 14:07,Hired,Female,Finance Department,i7,24664
496087,6/12/2014 18:57,Hired,Female,General Management,c5,67205
269459,7/4/2014 9:32,Hired,Female,General Management,c5,36784
426605,7/4/2014 9:34,Hired,Female,General Management,c5,79450
965697,6/20/2014 9:32,Hired,Male,Service Department,b9,77969
273938,5/12/2014 9:32,Hired,Female,Service Department,i5,4408
502562,8/4/2014 18:19,Hired,Don’t want to say,Sales Department,i7,70851
838240,8/27/2014 17:20,Hired,Female,Sales Department,i7,17473
301382,5/5/2014 9:32,Hired,Female,Operations Department,i7,52816
841929,6/23/2014 9:33,Hired,Female,Operations Department,i7,54176
338221,6/23/2014 9:31,Hired,Female,Operations Department,i7,58527
394323,6/25/2014 17:56,Hired,Male,Operations Department,c9,57181
583920,6/25/2014 17:57,Hired,Male,Operations Department,c9,25059
849885,6/30/2014 15:43,Hired,Male,Operations Department,i1,2626
540241,7/4/2014 15:09,Hired,Male,Operations Department,i7,8433
715095,5/5/2014 19:26,Hired,Male,Operations Department,i7,65169
188572,7/22/2014 9:33,Hired,Male,Operations Department,i7,26028
836201,6/4/2014 9:32,Hired,Female,Service Department,c9,48402
399899,6/4/2014 9:32,Hired,Male,Service Department,c9,41353
799492,6/4/2014 9:32,Hired,Don’t want to say,Service Department,c9,9449
86558,5/1/2014 17:34,Hired,Male,Operations Department,i6,45622
968366,5/2/2014 17:15,Hired,Male,Purchase Department,i5,76109
962795,5/13/2014 18:57,Hired,Male,Purchase Department,c5,22110
150743,6/11/2014 14:49,Hired,Female,Purchase Department,c5,5068
140184,6/11/2014 14:50,Hired,Male,Purchase Department,c5,81546
117720,8/19/2014 18:18,Hired,Male,Purchase Department,c9,50784
392430,8/30/2014 8:12,Hired,Male,Purchase Department,c9,7350
135861,8/30/2014 8:14,Hired,Male,Purchase Department,c9,69448
111755,8/30/2014 8:15,Hired,Female,Purchase Department,c9,44632
581823,6/3/2014 13:28,Hired,Male,Operations Department,i5,86978
162502,6/3/2014 19:13,Hired,Male,Operations Department,i5,32356
752842,6/6/2014 19:33,Hired,Female,Operations Department,i5,69060
490961,6/13/2014 17:04,Hired,Male,Operations Department,i5,87059
775320,6/13/2014 17:04,Hired,Male,Operations Department,i5,10554
92908,6/27/2014 13:05,Hired,Male,Operations Department,i5,28427
410576,6/27/2014 13:06,Hired,Female,Operations Department,i5,76961
445934,6/27/2014 13:12,Hired,Female,Operations Department,i5,45433
347050,8/29/2014 9:34,Hired,Female,Operations Department,i5,72901
402395,8/29/2014 9:34,Hired,Male,Operations Department,i5,40686
714920,7/15/2014 14:28,Hired,Don’t want to say,Operations Department,c9,78340
192049,8/13/2014 16:03,Hired,Male,Operations Department,b9,11856
489111,8/13/2014 16:03,Hired,Male,Operations Department,b9,89202
81510,6/5/2014 14:54,Hired,Male,Sales Department,c9,58367
804019,7/8/2014 16:52,Hired,Female,Sales Department,c9,85130
402580,7/28/2014 9:34,Hired,Female,Service Department,i7,47672
574351,8/14/2014 10:02,Hired,Male,Service Department,i7,15263
760336,8/15/2014 4:20,Hired,Male,Service Department,i7,93321
654173,7/22/2014 18:11,Hired,Female,Purchase Department,i5,84213
723768,7/22/2014 18:12,Hired,Female,Purchase Department,i5,7276
796703,8/7/2014 17:28,Hired,Female,Purchase Department,i5,96490
839265,5/5/2014 13:15,Hired,Male,Operations Department,c9,33367
934573,5/5/2014 13:16,Hired,Female,Operations Department,c9,69471
41899,5/5/2014 13:19,Hired,Female,Operations Department,c9,12070
366947,5/6/2014 16:52,Hired,Male,Operations Department,b9,29273
